Column 1,Column 2
Roughton,E05005863
Scottow,E05005864
St. Benet,E05005865
Sheringham North,E05005866
Sheringham South,E05005867
Stalham and Sutton,E05005868
Suffield Park,E05005869
The Raynhams,E05005870
Walsingham,E05005872
Waterside,E05005873
Waxham,E05005874
Wensum,E05005875
Worstead,E05005876
Bowthorpe,E05005877
Catton Grove,E05005878
Crome,E05005879
Eaton,E05005880
Lakenham,E05005881
Mancroft,E05005882
Mile Cross,E05005883
Nelson,E05005884
Sewell,E05005885
Thorpe Hamlet,E05005886
Town Close,E05005887
University,E05005888
Wensum,E05005889
Abbey,E05005890
Brooke,E05005891
Bunwell,E05005892
Dickleburgh,E05005893
Ditchingham and Broome,E05005894
Easton,E05005895
Forncett,E05005896
Hempnall,E05005897
Hingham and Deopham,E05005898
New Costessey,E05005899
Newton Flotman,E05005900
Northfields,E05005901
Old Costessey,E05005902
Poringland with the Framinghams,E05005903
Rockland,E05005904
Rustens,E05005905
Scole,E05005906
Stoke Holy Cross,E05005907
Stratton,E05005908
Tasburgh,E05005909
Thurlton,E05005910
Town,E05005911
Wicklewood,E05005912
Beck Vale,E05005913
Bressingham and Burston,E05005914
Chedgrave and Thurton,E05005915
Cringleford,E05005916
Cromwells,E05005917
Diss,E05005918
Earsham,E05005919
Gillingham,E05005920
Harleston,E05005921
Hethersett,E05005922
Loddon,E05005923
Mulbarton,E05005924
Roydon,E05005925
Beanfield,E05005926
Central,E05005927
Danesholme,E05005928
East,E05005929
Exeter,E05005930
Great Oakley,E05005931
Kingswood,E05005932
Lodge Park,E05005933
Oakley Vale,E05005934
Rowlett,E05005935
Rural West,E05005936
Shire Lodge,E05005937
Stanion and Corby Village,E05005938
Tower Hill,E05005939
Weldon and Gretton,E05005940
Barnwell,E05005965
Fineshade,E05005966
Higham Ferrers Chichele,E05005967
Higham Ferrers Lancaster,E05005968
Irthlingborough John Pyel,E05005969
Irthlingborough Waterloo,E05005970
King's Forest,E05005971
Lower Nene,E05005972
Lyveden,E05005973
Oundle,E05005974
Prebendal,E05005975
Raunds Saxon,E05005976
Raunds Windmill,E05005977
Rushden Bates,E05005978
Rushden Hayden,E05005979
Rushden Pemberton,E05005980
Rushden Sartoris,E05005981
Rushden Spencer,E05005982
Stanwick,E05005983
Thrapston Lakes,E05005984
Thrapston Market,E05005985
Woodford,E05005986
All Saints,E05005987
Avondale Grange,E05005988
Barton,E05005989
Burton Latimer,E05005991
Desborough Loatland,E05005992
Desborough St. Giles,E05005993
Ise Lodge,E05005994
Northfield,E05005995
Pipers Hill,E05005996
Rothwell,E05005998
St. Michael's and Wicksteed,E05005999
St. Peter's,E05006000
Slade,E05006001
Welland,E05006002
William Knibb,E05006003
Astwell,E05006027
Blakesley and Cote,E05006028
Blisworth and Roade,E05006029
Brackley East,E05006030
Brackley South,E05006031
Brackley West,E05006032
Brafield and Yardley,E05006033
Cosgrove and Grafton,E05006034
Danvers and Wardoun,E05006035
Deanshanger,E05006036
Grange Park,E05006037
Hackleton,E05006038
Harpole and Grange,E05006039
Heyfords and Bugbrooke,E05006040
Kings Sutton,E05006041
Kingthorn,E05006042
Little Brook,E05006043
Middleton Cheney,E05006044
Old Stratford,E05006045
Salcey,E05006046
Silverstone,E05006047
Steane,E05006048
Tove,E05006049
Towcester Brook,E05006050
Towcester Mill,E05006051
Washington,E05006052
Whittlewood,E05006053
Castle,E05006055
Croyland,E05006056
Earls Barton,E05006057
Finedon,E05006058
Hemmingwell,E05006060
Irchester,E05006061
North,E05006062
Redwell East,E05006064
Redwell West,E05006065
South,E05006066
West,E05006068
Wollaston,E05006069
Aire Valley with Lothersdale,E05006189
Barden Fell,E05006190
Bentham,E05006191
Cowling,E05006192
Embsay-with-Eastby,E05006193
Gargrave and Malhamdale,E05006194
Glusburn,E05006195
Grassington,E05006196
Hellifield and Long Preston,E05006197
Ingleton and Clapham,E05006198
Penyghent,E05006199
Settle and Ribblebanks,E05006200
Skipton East,E05006201
Skipton North,E05006202
Skipton South,E05006203
Skipton West,E05006204
Sutton-in-Craven,E05006205
Upper Wharfedale,E05006206
West Craven,E05006207
Bedale,E05006208
Brompton,E05006209
Broughton and Greenhow,E05006210
Cowtons,E05006211
Crakehall,E05006212
Easingwold,E05006213
Great Ayton,E05006214
Helperby,E05006215
Huby and Sutton,E05006216
Leeming,E05006217
Leeming Bar,E05006218
Morton-on-Swale,E05006219
Northallerton Broomfield,E05006220
Northallerton Central,E05006221
Northallerton North,E05006222
Osmotherley,E05006223
Romanby,E05006224
Rudby,E05006225
Shipton,E05006226
Sowerby,E05006227
Stillington,E05006228
Stokesley,E05006229
Swainby,E05006230
Tanfield,E05006231
Thirsk,E05006232
Thorntons,E05006233
Tollerton,E05006234
Topcliffe,E05006235
White Horse,E05006236
Whitestonecliffe,E05006237
Bilton,E05006238
Bishop Monkton,E05006239
Boroughbridge,E05006240
Claro,E05006241
Granby,E05006242
Harlow Moor,E05006243
High Harrogate,E05006244
Hookstone,E05006245
Killinghall,E05006246
Kirkby Malzeard,E05006247
Knaresborough East,E05006248
Knaresborough King James,E05006249
Knaresborough Scriven Park,E05006250
Low Harrogate,E05006251
Lower Nidderdale,E05006252
Marston Moor,E05006253
Mashamshire,E05006254
Newby,E05006255
New Park,E05006256
Nidd Valley,E05006257
Ouseburn,E05006258
Pannal,E05006259
Pateley Bridge,E05006260
Ribston,E05006261
Ripon Minster,E05006262
Ripon Moorside,E05006263
Ripon Spa,E05006264
Rossett,E05006265
Saltergate,E05006266
Spofforth with Lower Wharfedale,E05006267
Starbeck,E05006268
Stray,E05006269
Washburn,E05006270
Wathvale,E05006271
Woodfield,E05006272
Addlebrough,E05006273
Barton,E05006274
Bolton Castle,E05006275
Brompton-on-Swale and Scorton,E05006276
Catterick,E05006277
Colburn,E05006278
Croft,E05006279
Gilling West,E05006280
Hawes and High Abbotside,E05006281
Hipswell,E05006282
Hornby Castle,E05006283
Leyburn,E05006284
Lower Wensleydale,E05006285
Melsonby,E05006286
Middleham,E05006287
Middleton Tyas,E05006288
Newsham with Eppleby,E05006289
Penhill,E05006290
Reeth and Arkengarthdale,E05006291
Richmond Central,E05006292
Richmond East,E05006293
Richmond West,E05006294
Scotton,E05006295
Swaledale,E05006296
Amotherby,E05006297
Ampleforth,E05006298
Cropton,E05006299
Dales,E05006300
Derwent,E05006301
Helmsley,E05006302
Hovingham,E05006303
Kirkbymoorside,E05006304
Malton,E05006305
Norton East,E05006306
Norton West,E05006307
Pickering East,E05006308
Pickering West,E05006309
Rillington,E05006310
Ryedale South West,E05006311
Sherburn,E05006312
Sheriff Hutton,E05006313
Sinnington,E05006314
Thornton Dale,E05006315
Wolds,E05006316
Castle,E05006317
Cayton,E05006318
Central,E05006319
Danby,E05006320
Derwent Valley,E05006321
Eastfield,E05006322
Esk Valley,E05006323
Falsgrave Park,E05006324
Filey,E05006325
Fylingdales,E05006326
Hertford,E05006327
Lindhead,E05006328
Mayfield,E05006329
Mulgrave,E05006330
Newby,E05006331
North Bay,E05006332
Northstead,E05006333
Ramshill,E05006334
"Scalby, Hackness and Staintondale Ward",E05006335
Seamer,E05006336
Stepney,E05006337
Streonshalh,E05006338
Weaponness,E05006339
Whitby West Cliff,E05006340
Woodlands,E05006341
Appleton Roebuck,E05006342
Barlby,E05006343
Brayton,E05006344
Camblesforth,E05006345
Cawood with Wistow,E05006346
Eggborough,E05006347
Fairburn with Brotherton,E05006348
Hambleton,E05006349
Hemingbrough,E05006350
Monk Fryston and South Milford,E05006351
North Duffield,E05006352
Riccall with Escrick,E05006353
Saxton and Ulleskelf,E05006354
Selby North,E05006355
Selby South,E05006356
Selby West,E05006357
Sherburn in Elmet,E05006358
Tadcaster East,E05006359
Tadcaster West,E05006360
Whitley,E05006361
Hucknall Central,E05006362
Hucknall East,E05006363
Hucknall North,E05006364
Hucknall West,E05006365
Jacksdale,E05006366
Kirkby in Ashfield Central,E05006367
Kirkby in Ashfield East,E05006368
Kirkby in Ashfield West,E05006369
Selston,E05006370
Sutton in Ashfield Central,E05006371
Sutton in Ashfield East,E05006372
Sutton in Ashfield North,E05006373
Sutton in Ashfield West,E05006374
Underwood,E05006375
Woodhouse,E05006376
Beckingham,E05006377
Blyth,E05006378
Carlton,E05006379
Clayworth,E05006380
East Markham,E05006381
East Retford East,E05006382
East Retford North,E05006383
East Retford South,E05006384
East Retford West,E05006385
Everton,E05006386
Harworth,E05006387
Langold,E05006388
Misterton,E05006389
Rampton,E05006390
Ranskill,E05006391
Sturton,E05006392
Sutton,E05006393
Tuxford and Trent,E05006394
Welbeck,E05006395
Worksop East,E05006396
Worksop North,E05006397
Worksop North East,E05006398
Worksop North West,E05006399
Worksop South,E05006400
Worksop South East,E05006401
Attenborough,E05006402
Awsworth,E05006403
Beeston Central,E05006404
Beeston North,E05006405
Beeston Rylands,E05006406
Beeston West,E05006407
Bramcote,E05006408
Brinsley,E05006409
Chilwell East,E05006410
Chilwell West,E05006411
Cossall and Kimberley,E05006412
Eastwood North and Greasley (Beauvale),E05006413
Eastwood South,E05006414
Greasley (Giltbrook and Newthorpe),E05006415
Nuthall East and Strelley,E05006416
Nuthall West and Greasley (Watnall),E05006417
Stapleford North,E05006418
Stapleford South East,E05006419
Stapleford South West,E05006420
Toton and Chilwell Meadows,E05006421
Trowell,E05006422
Bestwood Village,E05006423
Bonington,E05006424
Burton Joyce and Stoke Bardolph,E05006425
Calverton,E05006426
Carlton,E05006427
Carlton Hill,E05006428
Daybrook,E05006429
Gedling,E05006430
Killisick,E05006431
Kingswell,E05006432
Lambley,E05006433
Mapperley Plains,E05006434
Netherfield and Colwick,E05006435
Newstead,E05006436
Phoenix,E05006437
Porchester,E05006438
Ravenshead,E05006439
St. James,E05006440
St. Mary's,E05006441
Valley,E05006442
Woodborough,E05006443
Woodthorpe,E05006444
Balderton North,E05006464
Balderton West,E05006465
Beacon,E05006466
Blidworth,E05006467
Boughton,E05006468
Bridge,E05006469
Castle,E05006470
Caunton,E05006471
Clipstone,E05006472
Collingham and Meering,E05006473
Devon,E05006474
Edwinstowe,E05006475
Farndon,E05006476
Farnsfield and Bilsthorpe,E05006477
Lowdham,E05006478
Magnus,E05006479
Muskham,E05006480
Ollerton,E05006481
Rainworth,E05006482
Southwell East,E05006483
Southwell North,E05006484
Southwell West,E05006485
Sutton-on-Trent,E05006486
Trent,E05006487
Winthorpe,E05006488
Abbey,E05006489
Bingham East,E05006490
Bingham West,E05006491
Compton Acres,E05006492
Cotgrave,E05006493
Cranmer,E05006494
Edwalton Village,E05006495
Gamston,E05006496
Gotham,E05006497
Keyworth North,E05006498
Keyworth South,E05006499
Lady Bay,E05006500
Leake,E05006501
Lutterell,E05006502
Manvers,E05006503
Melton,E05006504
Musters,E05006505
Nevile,E05006506
Oak,E05006507
Ruddington,E05006508
Soar Valley,E05006509
Stanford,E05006510
Thoroton,E05006511
Tollerton,E05006512
Trent,E05006513
Trent Bridge,E05006514
Wiverton,E05006515
Wolds,E05006516
Adderbury,E05006517
Ambrosden and Chesterton,E05006518
Banbury Calthorpe,E05006519
Banbury Easington,E05006520
Banbury Grimsbury and Castle,E05006521
Banbury Hardwick,E05006522
Banbury Neithrop,E05006523
Banbury Ruscote,E05006524
Bicester East,E05006525
Bicester North,E05006526
Bicester South,E05006527
Bicester Town,E05006528
Bicester West,E05006529
Bloxham and Bodicote,E05006530
Caversfield,E05006531
Cropredy,E05006532
Deddington,E05006533
Fringford,E05006534
Hook Norton,E05006535
Kidlington North,E05006536
Kidlington South,E05006537
Kirtlington,E05006538
Launton,E05006539
Otmoor,E05006540
Sibford,E05006541
The Astons and Heyfords,E05006542
Wroxton,E05006543
"Yarnton, Gosford and Water Eaton Ward",E05006544
Barton and Sandhills,E05006545
Blackbird Leys,E05006546
Carfax,E05006547
Churchill,E05006548
Cowley,E05006549
Cowley Marsh,E05006550
Headington,E05006551
Headington Hill and Northway,E05006552
Hinksey Park,E05006553
Holywell,E05006554
Iffley Fields,E05006555
Jericho and Osney,E05006556
Littlemore,E05006557
Lye Valley,E05006558
Marston,E05006559
North,E05006560
Northfield Brook,E05006561
Quarry and Risinghurst,E05006562
Rose Hill and Iffley,E05006563
St. Clement's,E05006564
St. Margaret's,E05006565
St. Mary's,E05006566
Summertown,E05006567
Wolvercote,E05006568
Aston Rowant,E05006569
Benson,E05006570
Berinsfield,E05006571
Brightwell,E05006572
Chalgrove,E05006573
Chiltern Woods,E05006574
Chinnor,E05006575
Cholsey and Wallingford South,E05006576
Crowmarsh,E05006577
Didcot All Saints,E05006578
Didcot Ladygrove,E05006579
Didcot Northbourne,E05006580
Didcot Park,E05006581
Forest Hill and Holton,E05006582
Garsington,E05006583
Goring,E05006584
Great Milton,E05006585
Hagbourne,E05006586
Henley North,E05006587
Henley South,E05006588
Sandford,E05006589
Shiplake,E05006590
Sonning Common,E05006591
Thame North,E05006592
Thame South,E05006593
Wallingford North,E05006594
Watlington,E05006595
Wheatley,E05006596
Woodcote,E05006597
Abingdon Abbey and Barton,E05006598
Abingdon Caldecott,E05006599
Abingdon Dunmore,E05006600
Abingdon Fitzharris,E05006601
Abingdon Northcourt,E05006602
Abingdon Ock Meadow,E05006603
Abingdon Peachcroft,E05006604
Appleton and Cumnor,E05006605
Blewbury and Upton,E05006606
Craven,E05006607
Drayton,E05006608
Faringdon and The Coxwells,E05006609
Greendown,E05006610
Grove,E05006611
Hanneys,E05006612
Harwell,E05006613
Hendreds,E05006614
Kennington and South Hinksey,E05006615
Kingston Bagpuize with Southmoor,E05006616
Longworth,E05006617
Marcham and Shippon,E05006618
North Hinksey and Wytham,E05006619
Radley,E05006620
Shrivenham,E05006621
Stanford,E05006622
Sunningwell and Wootton,E05006623
Sutton Courtenay and Appleford,E05006624
Wantage Charlton,E05006625
Wantage Segsbury,E05006626
Alvescot and Filkins,E05006627
Ascott and Shipton,E05006628
Bampton and Clanfield,E05006629
Brize Norton and Shilton,E05006630
Burford,E05006631
Carterton North East,E05006632
Carterton North West,E05006633
Carterton South,E05006634
Chadlington and Churchill,E05006635
Charlbury and Finstock,E05006636
Chipping Norton,E05006637
Ducklington,E05006638
Eynsham and Cassington,E05006639
Freeland and Hanborough,E05006640
"Hailey, Minster Lovell and Leafield Ward",E05006641
"Kingham, Rollright and Enstone Ward",E05006642
Milton-under-Wychwood,E05006643
North Leigh,E05006644
"Standlake, Aston and Stanton Harcourt Ward",E05006645
Stonesfield and Tackley,E05006646
The Bartons,E05006647
Witney Central,E05006648
Witney East,E05006649
Witney North,E05006650
Witney South,E05006651
Witney West,E05006652
Woodstock and Bladon,E05006653
Ammerdown,E05006760
"Ashwick, Chilcompton and Stratton Ward",E05006761
Beckington and Selwood,E05006762
Butleigh and Baltonsborough,E05006763
Chewton Mendip and Ston Easton,E05006764
Coleford and Holcombe,E05006765
"Cranmore, Doulting and Nunney Ward",E05006766
Creech,E05006767
Croscombe and Pilton,E05006768
Frome Berkley Down,E05006769
Frome College,E05006770
Frome Keyford,E05006771
Frome Market,E05006772
Frome Oakfield,E05006773
Frome Park,E05006774
Glastonbury St. Benedict's,E05006775
Glastonbury St. Edmund's,E05006776
Glastonbury St. John's,E05006777
Glastonbury St. Mary's,E05006778
Moor,E05006779
Postlebury,E05006780
Rode and Norton St. Philip,E05006781
Rodney and Westbury,E05006782
St. Cuthbert Out North,E05006783
Shepton East,E05006784
Shepton West,E05006785
Street North,E05006786
Street South,E05006787
Street West,E05006788
The Pennards and Ditcheat,E05006789
Wells Central,E05006790
Wells St. Cuthbert's,E05006791
Wells St. Thomas',E05006792
Wookey and St. Cuthbert Out West,E05006793
Blackdown,E05006819
Blackmoor Vale,E05006820
Bruton,E05006821
Brympton,E05006822
Burrow Hill,E05006823
Camelot,E05006824
Cary,E05006825
Chard Avishayes,E05006826
Chard Combe,E05006827
Chard Crimchard,E05006828
Chard Holyrood,E05006829
Chard Jocelyn,E05006830
Coker,E05006831
Crewkerne,E05006832
Curry Rivel,E05006833
Eggwood,E05006834
Hamdon,E05006835
Ilminster,E05006836
Islemoor,E05006837
Ivelchester,E05006838
Langport and Huish,E05006839
Martock,E05006840
Milborne Port,E05006841
Neroche,E05006842
Northstone,E05006843
Parrett,E05006844
St. Michael's,E05006845
South Petherton,E05006846
Tatworth and Forton,E05006847
Tower,E05006848
Turn Hill,E05006849
Wessex,E05006850
Wincanton,E05006851
Windwhistle,E05006852
Yeovil Central,E05006853
Yeovil East,E05006854
Yeovil South,E05006855
Yeovil West,E05006856
Yeovil without,E05006857
Bishop's Hull,E05006858
Bishop's Lydeard,E05006859
Blackdown,E05006860
Bradford-on-Tone,E05006861
Comeytrowe,E05006862
Milverton and North Deane,E05006863
Monument,E05006864
Neroche,E05006865
North Curry and Stoke St Gregory,E05006866
Norton Fitzwarren,E05006867
Ruishton and Creech,E05006868
Staplegrove,E05006869
Taunton Blackbrook and Holway,E05006870
Taunton Eastgate,E05006871
Taunton Fairwater,E05006872
Taunton Halcon,E05006873
Taunton Killams and Mountfield,E05006874
Taunton Lyngford,E05006875
Taunton Manor and Wilton,E05006876
Taunton Pyrland and Rowbarton,E05006877
Trull,E05006878
Wellington East,E05006879
Wellington North,E05006880
Wellington Rockwell Green and West,E05006881
West Monkton,E05006882
Wiveliscombe and West Deane,E05006883
Brereton and Ravenhill,E05006902
Cannock East,E05006903
Cannock North,E05006904
Cannock South,E05006905
Cannock West,E05006906
Etching Hill and The Heath,E05006907
Hagley,E05006908
Hawks Green,E05006909
Heath Hayes East and Wimblebury,E05006910
Hednesford Green Heath,E05006911
Hednesford North,E05006912
Hednesford South,E05006913
Norton Canes,E05006914
Rawnsley,E05006915
Western Springs,E05006916
Abbey,E05006917
Anglesey,E05006918
Bagots,E05006919
Branston,E05006920
Brizlincote,E05006921
Burton,E05006922
Churnet,E05006923
Crown,E05006924
Eton Park,E05006925
Heath,E05006926
Horninglow,E05006927
Needwood,E05006928
Rolleston on Dove,E05006929
Shobnall,E05006930
Stapenhill,E05006931
Stretton,E05006932
Town,E05006933
Tutbury and Outwoods,E05006934
Weaver,E05006935
Winshill,E05006936
Yoxall,E05006937
All Saints,E05006938
Alrewas and Fradley,E05006939
Armitage with Handsacre,E05006940
Boley Park,E05006941
Boney Hay,E05006942
Bourne Vale,E05006943
Burntwood Central,E05006944
Chadsmead,E05006945
Chase Terrace,E05006946
Chasetown,E05006947
Colton and Mavesyn Ridware,E05006948
Curborough,E05006949
Fazeley,E05006950
Hammerwich,E05006951
Highfield,E05006952
King's Bromley,E05006953
Leomansley,E05006954
Little Aston,E05006955
Longdon,E05006956
Mease and Tame,E05006957
St. John's,E05006958
Shenstone,E05006959
Stonnall,E05006960
Stowe,E05006961
Summerfield,E05006962
Whittington,E05006963
Audley and Bignall End,E05006964
Bradwell,E05006965
